case,file,file_name,function,parent,lineno,endline,complexity,radon_grade,radon_grade_num,n_pycefr_constructs,n_pycefr_classes,max_level_num,max_level,mean_level_num,level_counts,top_classes,case_type
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Split_folder_into_subfolders/split_and_copy.py,split_and_copy.py,get_files,,7,12,1,A,1,6,6,2,A2,1.1666666666666667,"{""A1"": 5, ""A2"": 1}","{""Formatted Value"": 1, ""Joined String"": 1, ""Simple Atributte"": 1, ""Simple Assignment"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Split_folder_into_subfolders/split_and_copy.py,split_and_copy.py,getfullpath,,15,19,1,A,1,4,3,2,A2,1.5,"{""A2"": 2, ""A1"": 2}","{""Simple Atributte"": 2, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Password_generator/password_generator.py,password_generator.py,App,,5,37,2,A,1,48,9,3,B1,1.7083333333333333,"{""A2"": 32, ""A1"": 15, ""B1"": 1}","{""Simple Atributte"": 30, ""Simple Assignment"": 5, ""Function with Simple argument"": 5, ""Simple Tuple"": 3, ""'range' call function"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""Simple For Loop"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Password_generator/password_generator.py,password_generator.py,generate_password,,31,37,2,A,1,13,7,2,A2,1.6923076923076923,"{""A2"": 9, ""A1"": 4}","{""Simple Atributte"": 7, ""'range' call function"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Simple Assignment"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Password_generator/password_generator.py,password_generator.py,__init__,,6,17,1,A,1,16,3,2,A2,1.875,"{""A2"": 14, ""A1"": 2}","{""Simple Atributte"": 14, ""Simple Assignment"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Password_generator/password_generator.py,password_generator.py,label,,19,21,1,A,1,5,4,2,A2,1.4,"{""A1"": 3, ""A2"": 2}","{""Simple Atributte"": 2, ""Simple Tuple"": 1, ""Simple Assignment"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Password_generator/password_generator.py,password_generator.py,entry,,23,25,1,A,1,7,4,2,A2,1.5714285714285714,"{""A2"": 4, ""A1"": 3}","{""Simple Atributte"": 4, ""Simple Tuple"": 1, ""Simple Assignment"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Password_generator/password_generator.py,password_generator.py,button,,27,29,1,A,1,6,4,2,A2,1.5,"{""A1"": 3, ""A2"": 3}","{""Simple Atributte"": 3, ""Simple Tuple"": 1, ""Simple Assignment"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Write_script_to_compress_folder_and_files/zipfiles.py,zipfiles.py,retrieve_file_paths,,14,26,3,A,1,12,8,2,A2,1.4166666666666667,"{""A1"": 7, ""A2"": 5}","{""Simple Atributte"": 4, ""Simple Assignment"": 2, ""Simple List"": 1, ""Simple Tuple"": 1, ""For Loop with Tuple as name"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Write_script_to_compress_folder_and_files/zipfiles.py,zipfiles.py,zip_dir,,29,35,2,A,1,7,6,3,B1,1.7142857142857142,"{""A2"": 3, ""A1"": 3, ""B1"": 1}","{""Simple Atributte"": 2, ""Files --> 'write' call function"": 1, ""Simple Assignment"": 1, ""Simple For Loop"": 1, ""With"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Write_script_to_compress_folder_and_files/zipfiles.py,zipfiles.py,zip_file,,7,10,1,A,1,7,4,2,A2,1.7142857142857142,"{""A2"": 5, ""A1"": 2}","{""Simple Atributte"": 4, ""Files --> 'write' call function"": 1, ""Simple Assignment"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/MasterMind/Mastermind_GUIinterface.py,Mastermind_GUIinterface.py,guess,,51,86,7,B,2,65,10,2,A2,1.523076923076923,"{""A2"": 34, ""A1"": 31}","{""Simple Atributte"": 31, ""Simple Assignment"": 10, ""Subscript"": 6, ""Simple If statements"": 5, ""Unary Operation"": 4, ""Simple List"": 3, ""Simplified incremental Assignment with increase amount"": 3, ""Assigment with sum (total = total + 1)"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1}",Radon alto / PyCEFR bajo; Muchos constructos simples acumulados
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/MasterMind/Mastermind_GUIinterface.py,Mastermind_GUIinterface.py,MasterMind,,22,96,5,A,1,186,15,3,B1,1.575268817204301,"{""A2"": 89, ""A1"": 88, ""B1"": 9}","{""Simple Atributte"": 80, ""Subscript"": 32, ""Simple Assignment"": 22, ""Simple List"": 9, ""Lambda"": 8, ""Simple Tuple"": 6, ""Simplified incremental Assignment with increase amount"": 6, ""Unary Operation"": 5, ""Simple If statements"": 5, ""Simple For Loop"": 5}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/MasterMind/Mastermind_GUIinterface.py,Mastermind_GUIinterface.py,medium,,2,21,4,A,1,34,14,3,B1,1.4411764705882353,"{""A1"": 21, ""A2"": 11, ""B1"": 2}","{""Simple Atributte"": 8, ""Simple Assignment"": 6, ""Simple List"": 3, ""Subscript"": 3, ""Simple If statements"": 3, ""Function with Simple argument"": 3, ""'range' call function"": 1, ""Simplified incremental Assignment with decrease subtraction"": 1, ""Import"": 1, ""Alias"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/MasterMind/Mastermind_GUIinterface.py,Mastermind_GUIinterface.py,compare,,14,21,4,A,1,13,9,2,A2,1.2307692307692308,"{""A1"": 10, ""A2"": 3}","{""Subscript"": 3, ""Simple Atributte"": 2, ""Simple If statements"": 2, ""Simple List"": 1, ""'range' call function"": 1, ""Simple Assignment"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/MasterMind/Mastermind_GUIinterface.py,Mastermind_GUIinterface.py,__init__,,23,50,4,A,1,106,10,3,B1,1.6320754716981132,"{""A2"": 51, ""A1"": 47, ""B1"": 8}","{""Simple Atributte"": 47, ""Subscript"": 25, ""Simple Assignment"": 9, ""Lambda"": 8, ""Simple List"": 5, ""Simple Tuple"": 4, ""Simple For Loop"": 3, ""'range' call function"": 2, ""Simplified incremental Assignment with increase amount"": 2, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/MasterMind/Mastermind_GUIinterface.py,Mastermind_GUIinterface.py,__init__,,5,13,3,A,1,17,9,3,B1,1.5294117647058822,"{""A1"": 9, ""A2"": 7, ""B1"": 1}","{""Simple Atributte"": 5, ""Simple Assignment"": 4, ""Simple List"": 2, ""Simplified incremental Assignment with decrease subtraction"": 1, ""Import"": 1, ""Alias"": 1, ""Simple If statements"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/MasterMind/Mastermind_GUIinterface.py,Mastermind_GUIinterface.py,hint,,89,96,2,A,1,11,9,2,A2,1.3636363636363635,"{""A1"": 7, ""A2"": 4}","{""Simple Atributte"": 2, ""Simple Assignment"": 2, ""Simple List"": 1, ""Unary Operation"": 1, ""Subscript"": 1, ""Simplified incremental Assignment with decrease subtraction"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/MasterMind/Mastermind_GUIinterface.py,Mastermind_GUIinterface.py,user,,3,4,1,A,1,3,3,2,A2,1.3333333333333333,"{""A1"": 2, ""A2"": 1}","{""Simple Atributte"": 1, ""Simple Assignment"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/get_meta_from_pic.py,get_meta_from_pic.py,get_labeled_exif,,14,19,2,A,1,10,8,2,A2,1.4,"{""A1"": 6, ""A2"": 4}","{""Simple Atributte"": 2, ""Simple Assignment"": 2, ""Simple Tuple"": 1, ""Simple Dictionary"": 1, ""Subscript"": 1, ""For Loop with Tuple as name"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/get_meta_from_pic.py,get_meta_from_pic.py,get_exif,,9,11,1,A,1,4,3,2,A2,1.5,"{""A2"": 2, ""A1"": 2}","{""Simple Atributte"": 2, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,get_author,,160,171,4,A,1,16,6,2,A2,1.3125,"{""A1"": 11, ""A2"": 5}","{""Simple Atributte"": 5, ""Simple Assignment"": 5, ""Simple If statements"": 3, ""Simple Tuple"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,SID_NAME_USE,,31,48,3,A,1,24,10,6,C2,1.9166666666666667,"{""A2"": 11, ""A1"": 9, ""B1"": 3, ""C2"": 1}","{""Simple Atributte"": 10, ""Simple If statements"": 3, ""'raise' exception"": 2, ""Function with Simple argument"": 2, ""Return"": 2, ""'enumerate' call function"": 1, ""Subscript"": 1, ""Simple Assignment"": 1, ""Function with Simple argument with Default argument"": 1, ""Simple Class "": 1}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,__init__,,36,40,3,A,1,7,4,3,B1,1.8571428571428572,"{""A2"": 4, ""A1"": 2, ""B1"": 1}","{""Simple Atributte"": 3, ""Simple If statements"": 2, ""'raise' exception"": 1, ""Function with Simple argument with Default argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,PLOCAL,,52,61,3,A,1,15,8,6,C2,1.9333333333333333,"{""A2"": 7, ""A1"": 6, ""C2"": 1, ""B1"": 1}","{""Simple Atributte"": 6, ""Simple Assignment"": 3, ""Super Function"": 1, ""Boolean Operation"": 1, ""Simple If statements"": 1, ""Function with Simple argument with Default argument"": 1, ""Function with Simple argument"": 1, ""Simple Class "": 1}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,__del__,,58,61,3,A,1,7,5,2,A2,1.4285714285714286,"{""A1"": 4, ""A2"": 3}","{""Simple Atributte"": 3, ""Boolean Operation"": 1, ""Simple Assignment"": 1, ""Simple If statements"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,PSID,,65,78,3,A,1,17,11,6,C2,2.1176470588235294,"{""A2"": 7, ""A1"": 6, ""B1"": 2, ""C2"": 1, ""B2"": 1}","{""Simple Atributte"": 6, ""Simple If statements"": 2, ""Super Function"": 1, ""Unary Operation"": 1, ""Simple Assignment"": 1, ""'raise' exception"": 1, ""Exception --> try/finally"": 1, ""Function with Simple argument with Default argument"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,__str__,,69,78,3,A,1,13,8,4,B2,1.7692307692307692,"{""A1"": 6, ""A2"": 5, ""B1"": 1, ""B2"": 1}","{""Simple Atributte"": 5, ""Simple If statements"": 2, ""Unary Operation"": 1, ""Simple Assignment"": 1, ""'raise' exception"": 1, ""Exception --> try/finally"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,PSECURITY_DESCRIPTOR,,80,101,3,A,1,42,10,6,C2,1.7380952380952381,"{""A2"": 20, ""A1"": 18, ""B1"": 3, ""C2"": 1}","{""Simple Atributte"": 17, ""Simple Assignment"": 8, ""Unary Operation"": 4, ""Function with Simple argument with Default argument"": 3, ""Boolean Operation"": 2, ""'raise' exception"": 2, ""Simple If statements"": 2, ""Return"": 2, ""Super Function"": 1, ""Inherited Class from PLOCAL Using the constructor method --> __init__"": 1}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,get_owner,,93,96,3,A,1,9,7,3,B1,1.5555555555555556,"{""A1"": 5, ""A2"": 3, ""B1"": 1}","{""Simple Atributte"": 2, ""Unary Operation"": 2, ""Boolean Operation"": 1, ""'raise' exception"": 1, ""Simple If statements"": 1, ""Function with Simple argument with Default argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,get_group,,98,101,3,A,1,9,7,3,B1,1.5555555555555556,"{""A1"": 5, ""A2"": 3, ""B1"": 1}","{""Simple Atributte"": 2, ""Unary Operation"": 2, ""Boolean Operation"": 1, ""'raise' exception"": 1, ""Simple If statements"": 1, ""Function with Simple argument with Default argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,_check_bool,,103,106,2,A,1,7,6,3,B1,1.5714285714285714,"{""A1"": 4, ""A2"": 2, ""B1"": 1}","{""Simple Atributte"": 2, ""Unary Operation"": 1, ""'raise' exception"": 1, ""Simple If statements"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,get_file_security,,148,158,2,A,1,17,6,3,B1,1.8235294117647058,"{""A2"": 12, ""A1"": 4, ""B1"": 1}","{""Simple Atributte"": 11, ""Simple Assignment"": 2, ""'raise' exception"": 1, ""Simple If statements"": 1, ""Function with Simple argument with Default argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,__str__,,42,45,2,A,1,9,6,3,B1,1.6666666666666667,"{""A2"": 4, ""A1"": 4, ""B1"": 1}","{""Simple Atributte"": 4, ""Subscript"": 1, ""'raise' exception"": 1, ""Simple If statements"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,look_up_account_sid,,137,146,1,A,1,19,5,2,A2,1.5789473684210527,"{""A2"": 11, ""A1"": 8}","{""Simple Atributte"": 10, ""Simple Assignment"": 6, ""Simple Tuple"": 1, ""Function with Simple argument with Default argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,__repr__,,47,48,1,A,1,3,3,2,A2,1.3333333333333333,"{""A1"": 2, ""A2"": 1}","{""Simple Atributte"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,__init__,,54,56,1,A,1,5,4,6,C2,2.6,"{""A2"": 3, ""C2"": 1, ""A1"": 1}","{""Simple Atributte"": 2, ""Super Function"": 1, ""Simple Assignment"": 1, ""Function with Simple argument with Default argument"": 1}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,__init__,,66,67,1,A,1,3,3,6,C2,3.3333333333333335,"{""A2"": 2, ""C2"": 1}","{""Super Function"": 1, ""Simple Atributte"": 1, ""Function with Simple argument with Default argument"": 1}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/author_utils.py,author_utils.py,__init__,,81,91,1,A,1,23,4,6,C2,1.826086956521739,"{""A2"": 14, ""A1"": 8, ""C2"": 1}","{""Simple Atributte"": 13, ""Simple Assignment"": 8, ""Super Function"": 1, ""Function with Simple argument with Default argument"": 1}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/gps_utils.py,gps_utils.py,format_lati_long,,5,15,3,A,1,31,9,5,C1,1.3548387096774193,"{""A1"": 23, ""A2"": 7, ""C1"": 1}","{""Subscript"": 8, ""Simple Atributte"": 7, ""Unary Operation"": 5, ""Assigment with sum (total = total + 1)"": 4, ""Simple Assignment"": 3, ""Simple List Comprehension"": 1, ""Simple If statements"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Get_meta_information_of_images/gps_utils.py,gps_utils.py,get_location,,17,23,1,A,1,13,6,2,A2,1.3076923076923077,"{""A1"": 9, ""A2"": 4}","{""Simple Assignment"": 5, ""Simple Atributte"": 3, ""Subscript"": 2, ""Files --> 'open' call function"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Baidu_POI_crawl/main.py,main.py,run,,7,15,2,A,1,100,16,3,B1,1.5,"{""A1"": 58, ""A2"": 34, ""B1"": 8}","{""Alias"": 20, ""Simple Atributte"": 20, ""Simple Assignment"": 19, ""Import"": 9, ""Import with 'as' extension "": 6, ""Print"": 6, ""From"": 4, ""Simple Tuple"": 3, ""Exception --> try/except"": 2, ""Except Handler"": 2}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Baidu_POI_crawl/util.py,util.py,get_baidu_poi,,7,47,5,A,1,47,15,3,B1,1.5106382978723405,"{""A1"": 27, ""A2"": 16, ""B1"": 4}","{""Simple Assignment"": 11, ""Simple Atributte"": 10, ""Subscript"": 9, ""Files --> 'writelines' call function"": 3, ""Files --> 'open' call function"": 2, ""Assigment with sum (total = total + 1)"": 2, ""'break' statement"": 2, ""Print"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""Simple If statements"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Create_a_script_to_encrypt_files_and_folder/encrypt.py,encrypt.py,encrypt_dir,,8,13,3,A,1,9,7,2,A2,1.4444444444444444,"{""A1"": 5, ""A2"": 4}","{""Simple Atributte"": 3, ""Simple Tuple"": 1, ""Print"": 1, ""Simple Assignment"": 1, ""For Loop with Tuple as name"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Create_a_script_to_encrypt_files_and_folder/encrypt.py,encrypt.py,encrypt_file,,16,30,1,A,1,24,10,3,B1,1.75,"{""A2"": 14, ""A1"": 8, ""B1"": 2}","{""Simple Atributte"": 9, ""Simple Assignment"": 4, ""Files --> 'read' call function"": 2, ""Files --> 'open' call function"": 2, ""With"": 2, ""Files --> 'write' call function"": 1, ""Subscript"": 1, ""Slice"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Plagarism_checker/plag.py,plag.py,check_plagiarism,,21,32,3,A,1,23,8,2,A2,1.2173913043478262,"{""A1"": 18, ""A2"": 5}","{""Simple Tuple"": 5, ""Subscript"": 5, ""Simple Assignment"": 5, ""Simple Atributte"": 3, ""For Loop with Tuple as name"": 2, ""Delete"": 1, ""Function"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Plagarism_checker/plag.py,plag.py,vectorize,,12,12,1,A,1,4,3,2,A2,1.5,"{""A2"": 2, ""A1"": 2}","{""Simple Atributte"": 2, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Plagarism_checker/plag.py,plag.py,similarity,,13,13,1,A,1,3,3,1,A1,1.0,"{""A1"": 3}","{""Simple List"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Shutdown_or_restart_your_device/PowerOptions.py,PowerOptions.py,shutdown,,4,10,4,A,1,10,5,2,A2,1.5,"{""A1"": 5, ""A2"": 5}","{""Simple Atributte"": 5, ""Simple If statements"": 2, ""Print"": 1, ""Boolean Operation"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Shutdown_or_restart_your_device/PowerOptions.py,PowerOptions.py,restart,,12,18,4,A,1,10,5,2,A2,1.5,"{""A1"": 5, ""A2"": 5}","{""Simple Atributte"": 5, ""Simple If statements"": 2, ""Print"": 1, ""Boolean Operation"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Send_email_from_csv/Sending_mail.py,Sending_mail.py,send_mail,,23,48,2,A,1,22,9,3,B1,1.3636363636363635,"{""A1"": 15, ""A2"": 6, ""B1"": 1}","{""Simple Assignment"": 7, ""Simple Atributte"": 5, ""Subscript"": 3, ""Print"": 2, ""Simple Tuple"": 1, ""Files --> 'open' call function"": 1, ""Simple For Loop"": 1, ""With"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Send_email_from_csv/Sending_mail.py,Sending_mail.py,get_credentials,,6,10,1,A,1,11,8,3,B1,1.6363636363636365,"{""A1"": 5, ""A2"": 5, ""B1"": 1}","{""Files --> 'readline' call function"": 2, ""Simple Atributte"": 2, ""Simple Assignment"": 2, ""Simple Tuple"": 1, ""Files --> 'open' call function"": 1, ""With"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Send_email_from_csv/Sending_mail.py,Sending_mail.py,login,,13,20,1,A,1,6,3,2,A2,1.6666666666666667,"{""A2"": 4, ""A1"": 2}","{""Simple Atributte"": 4, ""Print"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Write_script_to_move_files_into_alphabetically_ordered_folder/main.py,main.py,readdirectory,,30,38,3,A,1,105,18,3,B1,1.5714285714285714,"{""A2"": 58, ""A1"": 46, ""B1"": 1}","{""Simple Atributte"": 50, ""Simple Assignment"": 20, ""Subscript"": 12, ""Files --> 'write' call function"": 3, ""Simple Tuple"": 2, ""Formatted Value"": 2, ""Import"": 2, ""Alias"": 2, ""Simple For Loop"": 2, ""Simple Dictionary"": 2}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Write_script_to_move_files_into_alphabetically_ordered_folder/main.py,main.py,createfolder,,42,52,3,A,1,117,20,3,B1,1.4444444444444444,"{""A1"": 69, ""A2"": 44, ""B1"": 4}","{""Simple Atributte"": 35, ""Simple Assignment"": 27, ""Subscript"": 16, ""Print"": 7, ""Simple Dictionary"": 6, ""Assigment with sum (total = total + 1)"": 5, ""Formatted Value"": 4, ""Lambda"": 2, ""Simple If statements"": 2, ""Simple For Loop"": 2}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Write_script_to_move_files_into_alphabetically_ordered_folder/main.py,main.py,getfoldername,,16,27,2,A,1,118,18,4,B2,1.5593220338983051,"{""A1"": 57, ""A2"": 57, ""B1"": 3, ""B2"": 1}","{""Simple Atributte"": 53, ""Simple Assignment"": 29, ""Return"": 6, ""Function with Simple argument"": 5, ""Print"": 5, ""Simple If statements"": 4, ""Subscript"": 4, ""Except Handler"": 2, ""Simple Tuple"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Write_script_to_move_files_into_alphabetically_ordered_folder/main.py,main.py,movetofolder,,56,69,2,A,1,123,18,4,B2,1.6341463414634145,"{""A2"": 65, ""A1"": 52, ""B1"": 5, ""B2"": 1}","{""Simple Atributte"": 62, ""Simple Assignment"": 21, ""Subscript"": 8, ""Unary Operation"": 5, ""If statements expression (else)"": 4, ""Simple Tuple"": 3, ""Simple If statements"": 3, ""Files --> 'write' call function"": 3, ""Slice"": 2, ""Simple For Loop"": 2}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Unstructured Supplemenrary  Service Data/ussdtim.py,ussdtim.py,transf,,96,123,7,B,2,26,6,2,A2,1.3846153846153846,"{""A1"": 16, ""A2"": 10}","{""Simple Atributte"": 10, ""Print"": 7, ""Simple If statements"": 5, ""Simple Assignment"": 2, ""Boolean Operation"": 1, ""Function"": 1}",Radon alto / PyCEFR bajo; Muchos constructos simples acumulados
